word,count
fault,8
"475,000",7
58th,5
forehand,4
tiebreak,4
prinosil,6
5-5,4
aggressor,1
henman,7
berth,4
4-0,3
semifin,4
7-6,7
quarterfin,2
rpix,4
registri,2
"1,052.",2
long-criticis,2
under-resourc,2
scp,2
satisifi,2
marku,2
frauds.,2
4-,2
warsaw,7
off-market,3
panacea,1
fairly-valu,1
embryon,4
veverka,1
sepap,2
188.4,4
steti,2
520.4,2
ern,1
roto,2
downtrend,2
forestri,12
dingman,2
bahamas-bas,2
daventre,2
3.94,2
assidoman,2
damm,7
emigr,5
deft,1
homecom,2
korda,6
crosscourt,1
23-year-old,1
olomouc,2
krajicek,2
ami,3
dormant,3
resuscit,1
prazska,2
537.1.,2
jihomoravska,2
188,3
severomoravksa,2
721.14,2
opatovic,2
elektrarni,2
continuously-,2
energetika,2
calib,2
teplarenska,2
"701,356",2
widely-critics,2
stredoceska,2
"1,095.",2
sharpshoot,1
sundin,1
slapshot,1
rucinski,1
puck,1
jagr,1
mapl,4
creas,4
3-0,1
bergqvist,1
netmind,1
reichel,1
penguin,5
turek,1
embarass,3
mat,2
jaromir,1
garmisch-partenkirchen,1
pelt,1
undef,1
ludek,1
disdain,2
3-2,1
sped,3
winless,1
listless,4
swede,1
winger,1
johansson,1
stockholm,1
vaunt,4
jona,2
re-sign,1
nedv,4
supremaci,2
fast-skat,1
bukac,1
goali,1
faceoff,1
100.9,2
62.3,2
0900,2
150-160,6
ivanisev,4
season-end,2
outgun,1
6-2.,2
backhand,2
joost,2
quarter-fin,3
7-5,4
winnink,2
5-7,4
baselin,2
double-fault,1
gayl,3
voinea,3
fetterlien,1
guerrero,3
flinch,2
scoreless,2
1-andoni,2
7-raul,2
kaiserslautern,2
alkorta,3
andoni,2
smicer,3
9-pavel,2
14-josep,2
kuka,3
8-lui,2
urzaiz,3
bejbl,3
17-vladimir,2
valencia,1
76th,2
hapless,3
midfield,3
barjuan,3
nadal,3
6-fernando,2
euro,4
8-karel,2
52nd,3
patrik,3
9-guillermo,2
5-miroslav,2
hornak,3
10-julen,2
5-miguel,2
backfield,1
11-radek,2
frydek,3
4-pavel,2
kadlec,3
goalkeep,3
15-roberto,2
hierro,3
malta,3
18-ismael,2
perez,3
2-radoslav,2
srnicek,3
6-michal,2
6-0.,4
poborski,3
latal,3
7-jiri,2
sensat,5
raul,4
faro,3
3-sergi,2
1-pavel,2
unmark,2
3-jan,2
4-rafael,2
berger,3
11-alfonso,2
helplessli,2
10-patrik,2
15-martin,2
zubizarreta,3
madrid,3
guardiola,3
2-abelardo,2
high-scor,3
suchoparek,3
nemec,3
86th,2
73rd,2
state-,2
2/1996,2
mol,2
"15,078.7",3
harbing,2
"1,598.02",5
7/1994,5
"1,145.5",1
croatian,5
"=3,570",2
509.3,1
signficantli,2
293.41,2
293.41.,2
"20,760.3",5
-0.8,1
-1.6,2
820.9,2
schuszter,2
zagreb,5
feb/1994,5
lei,4
"7,725.2",5
vab,5
-4.96,2
1996/low,2
sax,5
cesi,5
-12.49,1
regualt,1
"1,557.91",5
janez,2
big-index,2
"3,674.61",1
-6.7,1
drnovsek,2
azomur,2
1996/high,2
879.29,2
"6,7",1
226.34,5
-0.79,1
294.2,2
959.24,5
"1,145.5.",1
mid-week,2
582.0,3
-0.2,1
150.4,5
mateusz,2
pekao,2
"3,728.58",2
vab-index,2
28/1994,5
kalman,2
-0.6,1
newcom,8
402.3,5
+3.1,1
11.12,1
-0.16,1
-4.83,2
andrzejewski,2
ljubljana,5
285.3,2
+110.66,1
"1,002.4",5
"1,544.70",3
wig,5
-7.17,1
"13,696.7",1
"1,589.18",5
17/1996,2
0.8,2
"1,391.77",1
509.3.,1
161.82,1
bearish,15
bratislava,5
891.93,3
bux,5
284.29,2
12.49,1
12-share,5
-26.4,1
425.9,5
sbi,5
26.86,1
scater,1
"92,000",1
four-and-a-quart,1
veleda,1
steeplechas,1
polish-train,1
aintre,1
dunwoodi,1
taxi,1
pardubic,1
snip,1
106-year,1
0840,2
+2.87,2
1040,2
+2.80,2
38.3,4
26.945.,2
26.939,2
-10.33,1
"13,789.9",1
malais,2
+2.12,1
+119.4,1
-6.36,1
510.4.,1
+0.3,1
-5.93,1
+76.89,1
"1,160.1",1
"3,700.99",1
+7.91,1
510.4,1
+0.01,1
163.98,1
+0.7,1
10.33,1
"1,395.46",1
three-and-a-half-week,1
-0.45,1
marcek,2
"272,000",2
spt,4
ia,1
"2,879",2
dutch-swiss,2
cupper,1
stich,4
stuttgart,5
birthday,6
6-4.,3
non-ev,2
fx,2
non-start,2
anti-elect,2
cold-should,2
plzen,1
bewail,2
falbr,1
dealer.,1
one-month,1
postabank,2
198.79,2
+0.00,2
kupon,2
8/1994,3
vanguard,2
"14,282.2-point",2
41.31,2
5/1996,2
staropolski,3
"1,483.76",2
finmedia,2
+3.6,2
long-complain,3
zagrebacka,2
bulgarian,3
+892.7,2
"13,597.4",2
haa,2
bse,4
910.74,2
kuna,2
0.00,2
112.2,3
"3,380.53",2
27/1994,3
66.11,2
rogalski,2
223.75,2
podravka,2
+0.51,2
"14,282.2",2
foodprocessor,2
romanian,2
+0.23,2
980.60.,2
13-share,3
+198.79,2
55.48,3
"1,495.58",2
sse,3
dolenjska,2
large-cap,2
"3,340",2
8.20,2
+7.0,2
-0.47,2
+4.62,2
568.6,2
krzysztof,2
41.05,2
-4.31,2
value-weight,2
rabsi,3
+66.11,2
turned,2
892.7,2
586.6,2
sofia,3
+6.27,2
dusan,3
8/1996,2
vub,2
+0.64,2
"3,370.23",2
109.6,2
year-,2
clamor,1
+3.00,2
26.919,2
on-year,2
inlin,1
monetarist-economist,2
125.5,2
19.1,3
+3.09,2
10-month,1
1230,3
renzo,1
unforc,1
3-6,1
4-6,3
stoll,1
sandon,1
kroslak,1
furlan,1
dsaili,1
tha,1
roughshod,1
galvanis,2
three-fifth,1
6-3.,1
seventh-rank,1
demolit,1
6-0,1
brightli,1
atlantk,1
podpiera,1
9.17,1
192,2
298,1
"916,194",1
648.3,1
motoinvest,1
klapal,1
9.13,1
0.58,1
574.9.,1
"2,439.",1
15-16.,1
arrog,1
senatori,1
after-bours,1
outlay,2
qatar,1
hard-fought,3
victimn,1
ex-wimbledon,1
49th,1
+1.75,1
364-day,1
+31.67,1
"3,634.80",1
542.4,1
tirana,1
agoston,1
+1.7,1
91-day,1
+202.6,1
-13.1,1
202.6,1
"14,920.4",1
+18.5,1
slovenian,1
t-bill,2
-4.18,1
31.67,1
-2.36,1
182-day,1
four-sess,1
7/1996,1
pindur,1
-0.29,1
"3,639.68",1
all-shar,5
200.32,1
2.7-percent,1
"1,486.55",1
203.82,1
briska,1
289.98,1
291.7,1
grzegorz,1
lek,1
+0.87,1
41.28,1
"1,299.70",1
244.5,1
+244.5,1
40.61,1
+3.50,1
rif,1
"14,800",1
+0.63,1
30-month,1
29.78,1
overconfid,1
kaspar,1
26.36,1
prgaue,1
constituneci,1
caminero,1
novotni,1
19-strong,1
radovan,1
dostalek,1
ismael,1
santiago,1
abelardo,1
repka,1
pizzi,1
peseta,2
belsu,1
julen,1
capello,1
under-21,1
radoslav,1
hromadko,1
badly-need,2
sergi,1
uhrin,1
kiko,1
blossom,1
lubo,1
kouba,1
rafael,1
atletico,1
robson,1
fabio,1
scorer,1
barcelona,1
agustin,1
canizar,1
narvaez,1
salina,1
in-form,1
aranzab,1
bobbi,1
julio,1
josep,1
kubik,1
playmak,1
greener,1
non-exist,3
neghbour,1
lacko,1
maul,4
pastur,2
alojz,1
lapentti,1
kulti,1
ecuardor,1
nickla,1
clamour,4
rusedski,1
156.,1
philosphi,1
implaus,1
infrastrucur,1
sgst,2
schering-plough,1
thinnest,1
agro-chem,3
humer,1
cylind,4
squibb,3
theorist,1
eye-pop,1
schere,1
myer,8
non-hospit,1
428.7,1
oncolog,1
boehring,1
bristol-my,1
anti-infect,1
hormon,2
breast,2
novo,1
zagam,1
fisn.l,1
early-stag,1
thrombosi,1
gliadel,1
rothwel,1
asthma/allergi,1
nordisk,1
counter-charg,1
rubber-stamp,3
biozym,2
gentlemanli,2
enzym,3
knightsbridg,3
envirom,2
dental,2
selfcar,2
infecti,3
zwanzig,2
firesal,2
disinfect,3
milumil,2
olvarit,2
segal,2
incontrovert,2
267,2
thorough,4
babymilk,2
dutch-bas,2
260.50,2
9.70,2
anatum,2
salmonella,2
carer,2
gastro-enter,2
milupa,2
nutricia,4
hungrier,2
monotherapi,1
imigran,1
barn,2
steroid,1
picur,1
casodex,3
steroid-bas,2
leukotrein,1
accol,3
migrain,2
repsect,1
zomig,2
tablet,4
errat,4
outsel,2
transient,2
cd4,1
biochem,1
overstetch,1
gorna,1
epivir,1
kidgel,1
hoffmann-la,1
alcorn,1
anita,2
17.29,1
retrovir,1
azt,1
godsend,1
cocktail,3
proteas,1
inhibitor,2
undetect,1
merck,2
crixivan,1
zalcitabin,1
life-chang,1
didanosin,1
chariti,6
dietari,1
antivir,1
viral,1
shrewdli,1
calenergi,20
21.5,2
comapni,2
618.,1
608,9
sparkl,6
nottingham-bas,7
634,4
mckenzi,1
1=.6406,3
orrell-jon,2
181.5,3
ten-fold,2
116.3,2
miniscul,2
372,2
underspend,1
wonderdrug,1
236.5,1
1=.6047,2
celltech,3
refsum,6
14-month,2
cambridge-bas,3
anesthet,1
biocompat,1
keenli,1
biocampat,1
billion-sel,1
cortec,1
choosi,1
chirosci,5
bayer,3
marimastat,8
uk-australian,1
septic,3
myeloid,1
693,1
leukaemia,3
uk/europ,1
woolf,1
opportunit,1
1631,1
amistar,1
fungicid,1
squash,2
debt-fre,1
21.1,1
yuear,1
chemistri,1
173,1
salesforc,1
yorkshire-bas,1
157,5
farrar,1
207.6,1
two-for-seven,1
cp,1
colloid,1
36.2,2
dulux,1
adverstis,1
battery-oper,1
british-design,1
39.99,1
refil,1
two-litr,1
temperament,2
redecor,1
revolutionis,5
air-fil,1
sanderson,1
tiresom,1
cylindr,1
bellow,1
paintmat,1
diy,2
smithklin,5
"1,723.",1
non-inject,1
beecham,5
unwound,1
bouy,2
288.,1
880,1
232,1
hepagen,2
medeva,3
955,1
peptid,3
discover,1
mccullagh,1
clog,2
iir,1
biotech-pharma,1
pedestrian,1
alyson,1
dermagraft,1
174,1
ulcer,1
scaffold,2
plag,1
orthopaed,1
182,1
naturally-absorb,1
socgen,3
foreskin,1
1.97,3
cheeki,2
587,1
630,15
moan,1
compeit,1
climax,1
ink-jet,1
elliot,1
warmish,1
fast-growth,1
gastric,5
succcess,1
antigen,3
efficaci,5
ovarian,5
pancreat,5
greig,7
middleton,10
keenly-await,4
oxford-bas,5
colo-rect,5
28-day,3
bitoech,1
nobl,3
savin,3
rehash,3
mould,4
aftercar,1
salesmen,1
hassl,2
cleverli,1
halford,1
dislik,1
rhie,1
outmod,1
all-inclus,1
"18,500",1
bride,2
boxster,1
longer-establish,1
calmli,3
640.5,2
1=.6051,2
647p,3
extol,2
himona,2
propsect,2
iren,2
spoilt,2
million-,2
peel,1
bum,2
1=.5979,2
malfunct,2
pathfind,2
projector,2
chernobyl,2
decommiss,2
253.3,2
oxfordshire-bas,2
low-tech,2
1=.6396,1
distinctli,3
312.7,1
handrol,1
rizla,1
breda,1
1=.6161,6
new-found,1
272.7,1
bv,1
1796,1
netherlands-bas,1
ohmeda,2
metallurgi,1
90.3,3
gase,2
gas-mak,2
fall-off,2
purif,1
444.9,2
rosenkranz,2
boc,2
865,1
408.3,2
53.1,2
940,1
foran,2
climbd,1
anaesthet,2
super-clean,2
newfound,1
forecourt,2
spreckelsen,1
183.0,1
budgen,1
5.04,1
like-for-lik,4
laggardli,1
708,1
vaccuum,1
up-front,1
vaccum,1
rapidly-expand,1
gowrie-smith,1
geomatrix,1
brightston,1
punter,4
skyepharma,1
non-cfc,1
signpost,1
krypton,1
controlled-releas,1
lifetim,5
reformul,1
edgington,1
jago,1
domestically-ori,2
profitabl,2
1.62,1
mrk.l,1
cozaar,1
karat,1
arimidex,1
1689-1/2,1
619,4
zestril,1
prinivil,1
zoladex,1
biggest-sel,1
nolvadex,1
slimmed-down,1
hrt,1
late-stag,4
cambridgeshir,1
once-daili,1
off-pat,1
morphin,1
pain-kil,1
uk-bas,2
analgesia,1
big-sel,2
surrog,2
esmo,2
small-cel,2
lexipaf,2
oncologist,2
esco,2
39.75,2
10.97,1
england-bas,1
9.97,1
12.37,1
exchag,1
10.14,1
70.5,1
birt,5
quintessenti,1
dormitori,1
pinstrip,3
classic-cut,1
dartford,1
38.9,2
outfitt,1
1=.6401,1
gentlemen,1
wilmslow,1
sytem,1
anglo-american,3
95.1,1
"9,830",1
diggl,1
sheen,1
reckitt,1
vernon,1
dettol,1
242,5
35.65,1
midmorn,3
fid,1
lysol,1
sleev,1
phosphor,1
tidi,3
1851,1
phosphorous-deriv,1
phosphat,1
fizzi,1
retrospect,2
reinvigor,2
177,1
lowest-cost,1
surfact,1
deterg,3
flame-retard,1
foam,1
year-on-year-on-year,1
mmp,1
padfield,1
501,1
sealant,1
courtauld,1
ei,1
70-plu,1
interest..but,1
centocor/,1
slough-bas,1
1997/1998,1
cash-cal,1
psoriasi,1
373.5,2
1105,1
474.9,1
sector-specif,1
cantab,1
bic,1
cazenov,3
cat,3
obes,1
teather,1
antibodi,1
48-57,1
greenwood,2
celsi,1
arang,1
behaviour-control,1
capsul,1
bogi,1
tetanu,1
1=.6119,2
typhoid,1
interferon,1
purifi,1
biogen,1
e-coli,1
speke,2
4.90,1
three-figur,1
money-spinn,1
289-1/2,1
methylphenid,1
nasal,1
engerix-b,1
chenmic,1
henkel,1
division,3
manchester-bas,1
manufatur,2
cosmet,3
btp,1
toiletri,1
areas,1
agrochem,1
hussein,1
schwarzenegg,1
honeymoon,1
zhenyu,1
jar,3
condon,1
prestigi,5
deed,1
pro-u.s.,1
jisi,1
olympian,1
mete,5
saddam,1
gump,1
sequel,1
bedfellow,1
love-h,1
bestsel,1
conduc,3
kao,4
12-day,2
ching-yuan,4
comback,1
petti,1
powerbas,1
qincheng,1
baifa,1
xiaotong,1
hardlin,5
xiaoxi,1
princel,6
thatcher,2
sit-down,1
deject,1
co-defend,2
highly-publicis,3
shipe,1
shougang,4
"144,600",2
repent,2
remors,2
guanwu,4
9.28,2
stylish,1
"1,787",2
secular,1
"46,000",4
defrock,1
lhasa,13
feudal,4
reactionari,2
alm,2
zhun,1
"10,000-word",1
thinker,1
enq,1
gag,1
shuo,3
filmmak,2
guizhou,1
cleans,2
orthodoxi,2
stultifi,1
state-approv,1
frown,1
professionalis,1
zhenwu,1
lianzhong,1
shunyao,1
commander-in-chief,2
redirect,3
antagonis,2
non-perman,1
low-interest,1
hirohito,1
anti-japanes,1
recount,1
zeng,2
nine-day,1
omnipot,1
jiyun,1
tian,2
seven-memb,1
lawless,1
qiao,2
third-floor,1
conscienti,2
in-camera,2
attorneys-gener,1
badint,3
solicitor-gener,3
katzenback,3
mitig,4
admitt,3
thornburgh,3
allmand,3
lanq,1
overdepend,2
boyong,2
guoqiang,1
qinglin,2
surnam,2
jia,2
mingyi,1
downstair,1
zihua,1
liver,1
graver,1
eighth-floor,1
plaincloth,5
cabinet-level,1
zhaoguo,1
tangshan,1
policymak,1
119.22,2
107.21,2
aquat,1
11.31,2
3.91,1
105.0,1
january-to-octob,1
15.22,2
yarn,1
government-paid,2
12.01,1
zengpei,1
vice-foreign,1
leonid,1
jiaxuan,1
udovenko,1
minister-counsellor,1
deguang,1
leshchenko,1
plyushko,1
hennadi,1
19-21,1
norinco,1
poli,2
armament,1
polytechnolog,1
ak-47,1
vouch,1
seizur,1
16-month,1
million-strong,2
surface-to-air,1
1934-36,1
scout,2
45-minut,1
"9,650",1
recit,1
0100,1
9.00,1
dishonest,1
yasukuni,1
irresponsibil,1
war-victimis,1
decade-long,3
militarist,1
recurr,1
reckless,1
incarcer,1
56-year-old,1
xi,1
xin,1
jiankang,1
wego,1
shaanxi,1
scriptur,1
robe,1
chinese-sanct,1
ritual,3
norpo,1
29.,1
1694.,1
dharamsala,1
gyantsen,1
sobriquet,3
unheard,2
kindergarten,2
hopelessli,2
lest,2
self-proclaim,1
double-fac,1
decriminalis,1
anti-independ,1
foreclos,1
qizhong,1
smear,1
300.,1
unlaw,2
gal,3
refriger,2
intersputnik,1
ngawang,3
sangdrol,1
khandrol,1
drapchi,1
jangp,1
trumped-up,1
acquit,1
predica,1
english-languag,1
54-paragraph,1
wantonli,1
extenu,3
1969.,1
960-1279,1
"510,000",1
posthum,1
destitut,1
1644-1911,1
shaoqi,1
"566,000",1
zhongnanhai,1
guangmei,1
ach,1
handicraft,1
"68,000",1
anti-poverti,2
abject,1
"61,000",1
priceless,1
sungari,1
"176,000",1
veneer,1
nepot,1
qun,1
1.653,1
"58,000",1
savour,1
viljoen,1
tuntex,1
johann,1
repris,2
businesssmen,1
shubei,1
animos,1
ever-increas,1
361.4,2
"1,692",1
siyuan,1
428,2
wuhu,1
large-s,1
huangshi,1
"1,625",1
hailan,1
crackown,1
shunt,1
square-ft,1
nianchun,1
14-square-metr,1
chu,1
desol,1
chaoyang,1
pawn,1
ceaselessli,1
shortsight,1
rat,2
trainer,1
humve,1
"1,299",1
.50,1
calibr,3
stopov,1
jeep-lik,1
meng,1
worship,10
1703,1
watch/asia,1
state-sponsor,2
priesthood,1
state-anoint,1
primaci,1
seminari,1
state-back,1
saviour,1
ordain,1
vatican,2
huaid,1
self-critic,2
military-own,1
"398,000",1
reprint,1
plenum,6
colloqui,2
closed-door,2
bookstor,1
four-volum,1
30-odd,2
underbelli,1
vulgar,1
clear-head,1
law-break,1
potala,2
five-yearli,3
utopia,1
cling,2
attest,1
momentari,1
kenya,1
low-volum,1
cross-distribut,1
delacey,1
carso,1
spanish-languag,1
distrinct,1
seee,1
kickoff,2
p55c,2
presario,4
teleconferenc,1
schrock,2
media-rich,1
rod,2
rie,1
refresh,2
stellar,2
cmo,3
manfactur,1
aquisit,1
semicondutor,1
thoman,3
2.60,4
whisper,1
129.375,1
rs/6000,3
milton,4
oxid,1
minicomput,5
851,1
12.7,5
eckhard,3
corporate-wid,1
earl,2
pfeiffer,3
glazer,3
707,1
amdahl,2
blow-out,1
0.13,1
ast,4
3.88,1
milunovich,5
lacklust,5
pentiumpro,1
just-announc,2
petroconnect,4
industry-specif,5
dolberg,2
co-develop,2
maintent,1
net.commerc,1
349.9,1
197.9,1
kiggen,1
widely-expect,2
353.7,1
385.2,1
38.8,1
all-you-can-eat,1
.we,2
24.75,1
3.80,1
drop-off,2
11-5/8,1
sprynet,1
hiccup,4
backup,1
once-beleagu,3
cost-competit,1
1.49,2
stratu,3
unruh,1
24.25,1
vesion,1
so-so,1
june-quart,1
uniden,2
charli,4
29.95,2
clayton,3
44.95,2
ergen,3
reverber,2
panason,2
englewood,3
pre-pay,3
in-box,1
beran,1
"51,000",2
snyder,2
awhil,3
pcorder.com,2
four-month-old,2
schraith,2
pcorder,2
distrubut,2
cooley,2
build-to-ord,2
irrefut,4
cerplex,2
mccarthi,2
as-yet,2
unfil,2
run-anywher,1
beta,1
de-hyp,1
splinter,2
//www.ibm.com,1
scarsdal,2
lennert,1
20/20,1
cfo,2
straightforward,3
reogan,1
multi-level,1
subscib,1
e.schwab,2
wladwasky-berg,2
wladawsky-berg,3
gottschalk,2
sp2,2
andreessen,4
network-bas,2
all-encompass,1
jab,3
focal,1
cyber-book,1
c/net,2
sharewar,2
twenty-f,2
zdnet,1
npd,1
98.7,1
zd,1
non-pc-own,1
41.99,1
computer-own,1
n.i,1
pamela,1
cuc,1
shareware.com,1
amazon.com,2
cybershop,1
pc-meter,1
cybershopp,1
37.2,1
"9,928",1
taget,1
sheep,2
nine-year,1
153-3/4,1
20.2,1
graph,2
mug,2
90-7/8,1
7-1/4,1
overdon,4
mandresh,2
deris,1
armonk,2
power-pc-bas,1
152.875,1
direct-market,1
whatsoev,3
stanca,1
etherington,1
sexi,1
138-3/8,1
weaker-than-expect,1
pre-emin,1
advance-pay,1
14.95,1
25.675,1
vicissitud,1
bring-your-own-access,1
19.95-a-month,1
exectut,1
re-launch,1
light-usag,1
corset,1
charcoal-grey,1
"1,565",1
17-inch,1
low-mainten,1
vapour,1
os,1
14-inch,1
infatu,1
privnet,1
viacrypt,1
zimmermann,1
dunkelberg,1
seybold,1
cognoscenti,1
algorithm,1
sword,2
pgp,1
damocl,1
unscrambl,1
stede,1
deciph,1
interop,1
eudora,1
"3,072",1
cryptograph,1
symposium,2
donofrio,1
6.01,1
warp,1
much-malign,1
dube,2
perrella,2
neff,2
minneapoli,2
lenzmeier,2
courtney,2
donatiello,2
roach,2
typcial,1
20-25,2
flat-fe,1
postcard,1
pop-up,1
15.50,1
sticker,3
thinkin,2
aptiva,2
134.75,1
15.25,2
math,2
edmark,2
fireston,2
43.50,1
3.8125,1
pinnochio,1
underwhelm,1
hester,1
bulki,1
evangel,1
navio,1
pro-network,1
roadmap,2
diskless,1
bernoff,1
low-cost.,1
non-pc,1
bandwagon,2
rhineland,1
ballyhoo,1
josh,1
weari,1
nc-like,1
foe,2
brien,2
18.06,1
16.75,2
1.29,4
135.375,1
host-bas,1
bullet,4
newly-releas,1
tentacl,1
43-1/2,1
pinocchio,1
group-ori,1
433,1
6-7,1
maynard,1
downtrodden,1
76-1/2,1
alta,1
impart,2
fix-it,1
vista,1
38-5/8,1
re-ignit,1
love-in,1
doj,1
barskdal,1
collid,1
mum,3
pascarella,1
year-to-year,4
thomson-c,1
advertising-bas,2
television-onlin,1
plc.,1
naughton,1
starwav,1
much-talked-about,1
bevvi,1
melissa,2
sunil,2
-brand,1
meckler,1
freeload,2
tug,1
152.75,1
500th,1
iguid,1
tv-orient,1
md.,1
krasilovksi,1
well-kept,3
www.tvguide.com,1
trivia,1
nt-base,1
hastily-arrang,1
keren,1
memory-intens,1
computer-aid,3
o2,1
molecular,1
animi,1
sgi,1
hopscotch,1
bechtel,1
joff,1
not-for-profit,1
nsf,1
rodney,2
francisco-bas,1
genuiti,1
globe-span,1
oil-explor,1
candic,1
etc.,1
mckee,1
bankcard,1
e-commerc,1
sebastopol,1
wallet,4
mastercard,1
booksel,1
authent,1
storefronts.it,1
onsale.com,1
cardhold,1
"279,590",1
not-so-friendli,1
"73,590",1
markup,1
nixdorf,1
hug,1
microsoft-bas,1
138.875,1
david-and-goliath,1
"57,900",1
inbox,1
messeng,1
hard-cor,3
44.25,1
collabra,1
html,1
hypertext,1
suitespot,1
entre,1
350-400,1
163,4
1/2p,10
family-control,4
hyde,3
3.82,3
885p,1
feeh,2
end-septemb,3
19p,1
oft,4
1=.6027,2
larrinaga,7
pay-per-view,7
top-qual,1
underweight,2
495-1/2p,1
bridgeman,3
1=.6395,3
injury-hit,1
privately-own,7
bosman,1
shearer,1
tottenham,4
hotspur,4
franci,4
3p,2
venabl,1
amstrad,1
spender,1
loughborough,2
beard,3
hitchin,2
hobbi,2
henc,4
stitch,3
unqualifi,3
rue,1
cadburi,4
camelot,1
schwepp,1
payount,1
bemus,1
gtech,1
scratchcard,1
atack,1
donor,12
2.51,1
racal,2
governn,1
holley,1
lott.cn,1
139.10,1
89.50,4
bbc,8
licence-fe,1
1=.6436,2
terrestri,10
miracul,1
blenheim,4
clive,7
elsevi,2
mai,4
480p,1
hollick,4
1=.6337,4
202.5,1
vnu,4
"28,000.",1
collieri,1
releg,1
f.a,3
"42,000-capac",1
roker,1
middlesbrough,1
century-old,2
dilapid,1
chelsea,2
terrac,2
0.596,1
glori,2
froth,1
henderson,9
itv,6
pip,4
yorkshire-tyn,1
tee,2
crosthwait,8
htv,2
louis,2
westcountri,2
two-lic,1
carlton,9
manifesto,2
unpersuad,1
nurseri,1
box-offic,3
trainspot,1
scardino,10
668,2
675.,1
doulton,1
blakenham,2
1=.6299,2
marjori,10
trhe,1
pulitz,4
barlow,2
thumbs-down,1
gazett,3
nasti,2
tussaud,2
25p,2
pearson-own,1
mindscap,3
alton,1
714,4
pincu,2
aventura,1
waxwork,2
retun,2
madam,2
clt,3
7.5p,2
hic,2
43.6,1
213p,1
72.8,3
215p,2
1=.6421,1
"1,280-1/2p",1
tilbian,1
124.6,2
6-8,4
lorna,1
album,2
duffi,2
antholog,2
pre-christma,2
newly-demerg,1
131.9,2
insul,2
9-1/2p,1
1360p,1
southgat,2
beatl,2
112.5,2
1290p,1
hmv,2
1330,2
binari,5
itc,3
multiplex,2
bandwith,2
pertin,1
farnel,1
56.1,1
670p,1
61.6,2
10.5p,1
wetherbi,1
superbly..i,1
poulson,1
1=.6350,4
tele,1
83.4,2
grigson,1
3.7p,1
4.3p,1
50.6,2
783p,2
happier,2
10p,4
1=.6067,1
emap,2
732,1
flextech,3
tranmiss,1
flextech-bbc,1
139.1,1
widest,1
u.s.-control,2
above-infl,3
stutter,1
"1,286p",1
144,1
273.0,1
athene,2
281.4,1
804,4
363.5,2
14.81,1
0954,1
tenfold,1
manna,1
struggler,1
gullit,1
585p,2
"134,500",1
european-wid,2
"42,000-seater",1
southampton,3
utd,1
cantona,1
ruud,1
732-1/2p,1
fabrizio,1
chunki,1
ravanelli,1
sun-seek,1
pressuris,1
afield,1
1=.6072,1
lunn,1
coe,1
ockwel,1
644p,1
brett,1
de-rack,1
69p,1
pilgrimag,2
catharsi,1
388.3,1
hoskyn,2
85.2,1
790p,1
109.2,1
arculu,1
1=.5936,1
735.,1
209.5p,1
1946,1
1=.6412,2
2p,3
710p,1
095,1
cain,2
south-west,3
pallain,1
8793,1
music-bas,1
sabot,1
15-34,1
xfm,1
over-50,1
lesbian,1
baudecroux,1
fm,1
rap,2
nrj,1
dj,1
oldi,1
melodi,1
gay,1
easy-listen,1
under-25,1
jean-paul,1
155.3,1
leo,2
bavarian,2
257.4,1
398.1,1
cricket,4
grupp,1
bottomley,2
bbc1,2
transmitt,3
incres,1
bbc2,2
enviabl,2
324,6
elstein,2
1=.5953,4
wyatt,3
comedi,3
repons,2
bangemann,1
mp,1
critieria,1
wh,1
keaton,1
streep,1
meryl,1
savannah,2
cupboard,2
mother-of-thre,1
niro,1
swish,1
conagra,1
678,2
461p,1
vinay,1
vci,2
olympiqu,1
adida,1
bedi,1
568p,1
650-700,1
sportwear,1
54.5p,1
marseil,2
1995-96,2
unsubstanti,1
img,1
reed-elsevi,7
935,3
545.5,2
674-1/2,1
496.,1
22-1/2,1
earnings-enhanc,3
592.5,3
683-1/2,1
poker,1
496-1/2,1
forster,1
thame,13
supremo,1
beilbi,1
de-merg,3
grundi,3
staki,3
disneyland,3
feehley,1
copthorn,3
sheraton,1
blackpool,3
talal,4
marriott,4
jarvi,4
seasid,3
ramzan,1
fraser,2
thistl,1
fortnight,2
brighton,3
al-wale,3
indigest,2
lonrho,3
hive,2
nine-stori,1
31p,1
674-1/2p,1
22-1/2p,1
496p,1
4p,2
107.5,1
wba,1
"146,000",2
holyfield,1
1=.6141,1
wbtv-the,1
evand,1
unexcit,1
582-1/2p,1
mccafferti,1
fast-track,1
33.50,1
35p,4
32-1/2,1
383,3
5.375,1
sleepless,2
aplenti,1
manpow,2
digital-driven,1
little-known,1
gpa,1
prize-win,2
697.4,1
495p,2
tapeless,1
cinema,3
pre-record,1
videocassett,1
free-to-air,2
8.5p,1
nine-storey,1
"880,000",1
cellnet,3
vodafon,7
"143,000",1
244p,1
188p,2
securicor,1
one-2-on,2
ora.l,1
2.5p,2
"80,000-seater",1
north/south,1
government-back,1
wembley,1
clubs..,1
drinker,7
whitbread,6
best-support,1
rubbish,5
525,2
622-1/2,1
powergen,9
retic,2
lapwood,2
31-1/2,1
479,1
anglian,5
upshot,1
613,1
608-1/2,2
17-1/2,1
544-1/2,1
adriano,2
1120,1
631.5,2
1=.6223,4
clubcard,5
asda,3
dino,2
vyner,2
uplift,2
rpm,2
22.7,2
own-brand,2
